HHKey_,PsKey_,psage,psuniversityinvolvednumyears,personstatusgrad,personstatustime,hhlivingsituation,First-year,psmainmodefalltypicalaggr,HomeToMainCampusKM,Segment,hhsize,hhnumyoungerthan18,hhnumolderorequalto18,hhcarnumber,psdrivinglicenseownerflag,hhincomelevelshortname
142,25766,17,0,UG,FT,Live with family/parents,TRUE,Local Transit,22,1,5,1,4,2,0,unknown
143,106,24,3,UG,FT,Live with roommates,FALSE,Local Transit,3.5,6,6,0,6,0,1,unknown
144,496,23,5,Grad,FT,Live with roommates,FALSE,Bike,0.5,10,3,0,3,0,0,household_income_level__90000_119999
145,25792,17,0,UG,FT,Live with roommates,TRUE,Walk,0.5,2,4,1,3,1,0,unknown
146,26453,24,2,UG,FT,Live with family/parents,FALSE,Local Transit,23,5,5,1,4,2,0,unknown
147,25814,22,1,Grad,FT,Live with roommates,FALSE,Local Transit,11.25,10,2,0,2,0,0,household_income_level__0_29999
148,26324,20,3,UG,FT,Live with family/parents,FALSE,Local Transit,16.25,5,5,1,4,2,1,unknown
149,140,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,12,5,4,1,3,1,0,household_income_level__90000_119999
150,515,18,0,UG,FT,Live with family/parents,TRUE,Walk,31.5,1,5,2,3,2,1,unknown
151,26482,19,1,UG,FT,Live with roommates,FALSE,Walk,0.75,6,3,0,3,0,0,unknown
152,25799,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,12.75,5,3,1,2,0,1,unknown
153,26364,32,0,Grad,FT,Live with family/parents,TRUE,Local Transit,1,9,4,2,2,0,0,household_income_level__0_29999
154,25821,41,9,Other,Other,Live with family/parents,FALSE,Solo Driver,,0,2,0,2,1,1,unknown
155,164,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,6,5,3,0,3,1,0,unknown
156,26522,25,4,Other,Other,Live alone,FALSE,Walk,0.75,0,1,0,1,0,1,unknown
157,25838,52,4,Grad,PT,Live with partner,FALSE,Local Transit,1.5,12,3,0,3,1,1,unknown
158,545,30,5,Grad,FT,Live with partner,FALSE,Local Transit,2.5,10,2,0,2,1,1,unknown
159,26371,24,6,Grad,FT,Live with family/parents,FALSE,Local Transit,14.25,9,2,0,2,0,0,unknown
160,170,20,2,UG,FT,Live with roommates,FALSE,Walk,1.5,6,3,0,3,0,1,unknown
161,25861,19,1,UG,FT,Live alone,FALSE,Walk,0.5,6,1,0,1,0,0,unknown
162,176,20,2,UG,FT,Live with family/parents,FALSE,Solo Driver,50.75,5,6,0,6,3,1,household_income_level__90000_119999
163,26529,56,9,UG,PT,Live with partner,FALSE,Solo Driver,84.25,8,4,0,4,2,1,unknown
164,26400,22,3,UG,FT,Live with roommates,FALSE,Solo Driver,1.75,6,4,0,4,2,1,unknown
165,25879,21,2,UG,FT,Live with family/parents,FALSE,Local Transit,4.75,5,4,1,3,1,0,unknown
166,551,23,5,Grad,FT,Live alone,FALSE,Walk,14.75,10,1,0,1,2,0,household_income_level__0_29999
167,25828,21,2,UG,FT,Live with family/parents,FALSE,Local Transit,18.5,5,5,0,5,3,1,unknown
168,26536,20,3,UG,FT,Live with family/parents,FALSE,Rideshare,4.5,5,6,0,6,3,0,unknown
169,236,25,0,Grad,FT,Live with roommates,TRUE,Walk,0.5,10,4,0,4,0,0,unknown
170,563,21,0,UG,FT,Live with roommates,TRUE,Walk,0.25,2,4,0,4,0,0,unknown
171,25885,20,2,UG,FT,Live with family/parents,FALSE,Regional Transit,52.75,5,4,1,3,2,0,household_income_level__i_dont_know
172,26405,23,1,Grad,FT,Live with roommates,FALSE,Walk,1,10,3,0,3,1,0,household_income_level__0_29999
173,25835,25,6,UG,PT,Live with family/parents,FALSE,Local Transit,6.5,7,4,0,4,2,1,unknown
174,26548,24,6,UG,PT,Live with family/parents,FALSE,Local Transit,13.5,7,4,0,4,1,0,household_income_level__150000_179999
175,259,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,10.25,5,3,1,2,1,0,household_income_level__i_dont_know
176,25909,34,0,Grad,FT,Live with partner,TRUE,Walk,0.75,10,2,0,2,0,0,unknown
177,26412,21,2,UG,PT,Live with family/parents,FALSE,Local Transit,7,7,6,4,2,1,0,unknown
178,587,19,0,UG,FT,Live with family/parents,TRUE,Local Transit,13.5,1,3,0,3,1,0,household_income_level__60000_89999
179,25841,22,3,UG,FT,Live with roommates,FALSE,Walk,1,6,1,0,1,0,1,household_income_level__0_29999
180,26598,18,0,UG,FT,Live alone,TRUE,Walk,0.25,2,1,0,1,0,1,household_income_level__60000_89999
181,266,21,3,UG,FT,Live with roommates,FALSE,Walk,0.75,6,3,0,3,0,1,household_income_level__i_dont_know
182,25915,19,1,UG,FT,Live with roommates,FALSE,Bike,1.5,6,3,0,3,0,1,unknown
183,26418,22,4,UG,FT,Live with family/parents,FALSE,Solo Driver,9,5,3,0,3,3,1,household_income_level__120000_149999
184,594,27,3,Grad,FT,Live with partner,FALSE,Bike,0.75,10,2,0,2,0,1,household_income_level__30000_59999
185,25898,31,0,Grad,FT,Live with partner,TRUE,Walk,1,10,2,0,2,0,0,unknown
186,6,25,2,Grad,FT,Live with roommates,FALSE,Bike,1.75,10,2,0,2,0,1,household_income_level__0_29999
187,294,21,4,UG,FT,Live with family/parents,FALSE,Local Transit,14,5,4,0,4,1,0,household_income_level__60000_89999
188,26425,29,4,Grad,FT,Live with partner,FALSE,Bike,3,10,2,0,2,0,1,household_income_level__30000_59999
189,619,29,0,Grad,FT,Live alone,TRUE,Local Transit,11.5,10,1,0,1,0,0,household_income_level__60000_89999
190,25922,22,3,UG,FT,Live with family/parents,FALSE,Local Transit,13.5,5,7,2,5,2,1,unknown
191,25911,22,4,UG,FT,Live with family/parents,FALSE,Local Transit,22.5,5,3,1,2,1,1,household_income_level__30000_59999
192,317,20,2,UG,FT,Live with roommates,FALSE,Walk,1.25,6,2,0,2,0,1,unknown
193,12,18,1,UG,FT,Live with family/parents,FALSE,Local Transit,7.25,5,4,1,3,2,1,unknown
194,624,17,0,UG,FT,Live with roommates,TRUE,Walk,0.75,2,5,3,2,0,0,household_income_level__30000_59999
195,26445,26,1,UG,FT,Live alone,FALSE,Bike,1.5,6,1,0,1,0,0,household_income_level__0_29999
196,25980,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,16.75,5,3,0,3,1,1,unknown
197,331,23,0,Grad,FT,Live with roommates,TRUE,Local Transit,4,10,4,0,4,0,1,unknown
198,25917,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,20,1,4,1,3,1,0,household_income_level__60000_89999
199,41,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,17.5,1,6,3,3,2,0,unknown
200,25985,29,1,Grad,PT,Live with roommates,FALSE,Walk,0.75,12,1,0,1,0,1,household_income_level__0_29999
201,26491,39,9,Grad,PT,Live with family/parents,FALSE,Local Transit,13,11,2,0,2,1,0,unknown
202,656,20,3,UG,FT,Live with family/parents,FALSE,Rideshare,19.5,5,6,1,5,2,1,unknown
203,25924,18,1,UG,FT,Live with roommates,FALSE,Walk,1.25,6,4,0,4,0,0,unknown
204,355,28,4,Grad,FT,Live alone,FALSE,Walk,0.75,10,1,0,1,0,1,unknown
205,26509,24,1,Grad,FT,Live with partner,FALSE,Regional Transit,49,10,2,0,2,2,1,unknown
206,26004,24,1,Grad,FT,Live with family/parents,FALSE,Local Transit,14.25,9,4,0,4,2,1,unknown
207,662,21,3,UG,FT,Live with family/parents,FALSE,Regional Transit,21,5,4,0,4,2,1,unknown
208,74,31,9,UG,PT,Live with family/parents,FALSE,Other,25.75,7,2,0,2,0,0,unknown
209,26521,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,26,5,4,0,4,2,0,household_income_level__i_dont_know
210,361,27,2,Grad,FT,Live with partner,FALSE,Local Transit,7.25,10,2,0,2,1,1,unknown
211,25931,21,3,UG,PT,Live with family/parents,FALSE,Local Transit,4,7,2,0,2,1,1,unknown
212,26027,22,5,UG,FT,Live with family/parents,FALSE,Local Transit,14.5,5,5,0,5,2,0,unknown
213,81,20,3,UG,FT,Live with family/parents,FALSE,Solo Driver,20.25,5,4,0,4,3,1,household_income_level__90000_119999
214,26544,21,3,UG,FT,Live with roommates,FALSE,Local Transit,5.5,6,4,0,4,0,1,household_income_level__i_dont_know
215,698,18,0,UG,FT,Live alone,TRUE,Walk,0.25,2,1,0,1,0,0,household_income_level__0_29999
216,367,23,5,UG,FT,Live with family/parents,FALSE,Solo Driver,40.75,5,4,0,4,4,1,household_income_level__i_dont_know
217,704,20,3,UG,FT,Live with family/parents,FALSE,Local Transit,29.25,5,5,0,5,3,0,unknown
218,25938,27,4,Grad,FT,Live alone,FALSE,Local Transit,2,10,4,0,4,1,1,household_income_level__i_dont_know
219,26035,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,12,1,4,1,3,1,1,unknown
220,26551,23,0,UG,FT,Live with roommates,TRUE,Local Transit,1.75,2,2,0,2,0,0,unknown
221,110,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,15.5,1,5,1,4,1,0,household_income_level__60000_89999
222,711,21,3,UG,FT,Live alone,FALSE,Walk,0.5,6,1,0,1,0,0,household_income_level__0_29999
223,26081,25,3,Grad,FT,Live alone,FALSE,Local Transit,2.5,10,1,0,1,0,0,unknown
224,25962,21,3,UG,FT,Live alone,FALSE,Local Transit,0,6,1,0,1,0,0,unknown
225,402,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,6.25,1,4,1,3,2,0,household_income_level__30000_59999
226,26558,21,3,UG,FT,Live alone,FALSE,Walk,0.5,6,1,0,1,2,1,unknown
227,117,21,0,UG,FT,Live alone,TRUE,Walk,1.25,2,1,0,1,0,0,household_income_level__240000_plus
228,757,20,2,UG,FT,Live with roommates,FALSE,Walk,0.75,6,1,0,1,0,0,unknown
229,26104,28,4,Grad,FT,Live with family/parents,FALSE,Regional Transit,35.5,9,4,0,4,4,1,unknown
230,427,24,2,Grad,FT,Live alone,FALSE,Local Transit,4.75,10,1,0,1,0,1,household_income_level__0_29999
231,26028,18,0,UG,FT,Live with roommates,TRUE,Walk,0.75,2,2,0,2,0,1,unknown
232,26590,34,4,Grad,FT,Live with partner,FALSE,Local Transit,14,10,2,0,2,0,0,household_income_level__30000_59999
233,146,25,7,Grad,FT,Live with family/parents,FALSE,Local Transit,24,9,5,0,5,3,0,unknown
234,764,29,9,UG,PT,Live with partner,FALSE,Walk,1.25,8,2,0,2,0,1,household_income_level__0_29999
235,433,18,0,UG,FT,Live with family/parents,TRUE,Other,1,1,2,0,2,0,0,household_income_level__30000_59999
236,26596,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,6.25,1,6,0,6,1,0,unknown
237,26039,23,4,UG,PT,Live with family/parents,FALSE,Bike,4,7,5,2,3,0,1,household_income_level__60000_89999
238,26112,25,0,Grad,FT,Live with roommates,TRUE,Walk,0.5,10,4,0,4,0,0,household_income_level__0_29999
239,770,30,4,Grad,FT,Live with roommates,FALSE,Bike,3.75,10,3,0,3,0,1,unknown
240,179,20,2,UG,FT,Live with roommates,FALSE,Walk,1,6,3,0,3,0,1,household_income_level__120000_149999
241,445,23,0,UG,FT,Live with roommates,TRUE,Other,24.5,2,3,0,3,0,0,unknown
242,26601,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,4.75,5,3,0,3,2,0,household_income_level__150000_179999
243,26135,19,1,UG,FT,Live with family/parents,FALSE,Regional Transit,92.25,5,3,0,3,2,0,unknown
244,26047,25,7,Other,Other,Live with roommates,FALSE,Walk,1.25,0,4,0,4,1,1,unknown
245,777,26,1,Grad,FT,Live with partner,FALSE,Regional Transit,33.25,10,2,0,2,1,1,unknown
246,463,43,0,Grad,FT,Live with partner,TRUE,Regional Transit,28.75,10,4,2,2,1,1,household_income_level__150000_179999
247,185,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,25.25,1,4,0,4,0,0,unknown
248,26607,32,8,Grad,FT,Live with roommates,FALSE,Local Transit,4.25,10,4,0,4,0,1,household_income_level__i_dont_know
249,26170,18,0,UG,FT,Live with family/parents,TRUE,Solo Driver,6.75,1,4,0,4,4,1,household_income_level__60000_89999
250,808,21,0,Grad,FT,Live with family/parents,TRUE,Regional Transit,26,9,4,0,4,3,1,household_income_level__150000_179999
251,26054,22,0,UG,FT,Live with partner,TRUE,Local Transit,3,2,2,0,2,0,0,unknown
252,202,20,1,UG,FT,Live with family/parents,FALSE,Solo Driver,4.75,5,6,2,4,3,1,unknown
253,487,22,3,UG,FT,Live with family/parents,FALSE,Local Transit,11,5,3,0,3,1,1,unknown
254,26611,23,2,UG,FT,Live with family/parents,FALSE,Local Transit,4.25,5,4,0,4,1,1,household_income_level__0_29999
255,26194,21,3,UG,PT,Live with family/parents,FALSE,Local Transit,14.25,7,3,0,3,1,0,unknown
256,832,19,0,UG,FT,Live with family/parents,TRUE,Regional Transit,42.25,1,4,1,3,2,1,unknown
257,26059,26,5,UG,FT,Live alone,FALSE,Local Transit,9.5,6,3,0,3,0,0,unknown
258,26618,20,1,UG,FT,Live with family/parents,FALSE,Local Transit,4.25,5,4,1,3,0,0,household_income_level__0_29999
259,26211,18,0,UG,FT,Live alone,TRUE,Walk,0.25,2,1,0,1,0,0,household_income_level__30000_59999
260,505,28,0,Grad,FT,Live with partner,TRUE,Regional Transit,43.5,10,4,0,4,3,0,household_income_level__i_dont_know
261,208,21,3,UG,FT,Live with roommates,FALSE,Local Transit,15.25,6,2,0,2,0,0,household_income_level__0_29999
262,855,27,0,Grad,FT,Live alone,TRUE,Local Transit,15,10,4,0,4,1,1,unknown
263,26107,24,6,Grad,FT,Live with family/parents,FALSE,Local Transit,24.5,9,4,0,4,1,0,unknown
264,26619,41,2,Grad,PT,Live alone,FALSE,Walk,1.75,12,1,0,1,0,1,household_income_level__30000_59999
265,530,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,11.75,5,6,1,5,1,0,unknown
266,26218,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,20,1,2,0,2,1,0,unknown
267,267,61,6,UG,PT,Live with partner,FALSE,Solo Driver,39.5,8,2,0,2,2,1,household_income_level__210000_239999
268,879,18,1,UG,FT,Live with roommates,FALSE,Walk,0.5,6,6,0,6,2,0,household_income_level__30000_59999
269,26620,23,1,Grad,FT,Live alone,FALSE,Walk,2,10,1,0,1,0,1,unknown
270,564,24,0,Grad,FT,Live with family/parents,TRUE,Local Transit,16,9,4,0,4,2,1,household_income_level__180000_209999
271,26113,21,3,UG,FT,,FALSE,Rideshare,13,6,5,2,3,1,1,household_income_level__0_29999
272,26225,22,4,UG,FT,Live with roommates,FALSE,Local Transit,12.25,6,2,0,2,1,1,unknown
273,914,23,3,UG,FT,Live with family/parents,FALSE,Local Transit,1.5,5,3,0,3,2,0,household_income_level__i_dont_know
274,26629,21,4,UG,FT,Live alone,FALSE,Walk,0.75,6,1,0,1,0,0,household_income_level__0_29999
275,588,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,5.75,5,5,0,5,2,1,unknown
276,273,24,6,Grad,FT,Live with family/parents,FALSE,Local Transit,15.25,9,4,0,4,1,0,unknown
277,26237,24,1,Grad,FT,Live with roommates,FALSE,Walk,1,10,2,0,2,0,1,household_income_level__i_dont_know
278,932,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,5.5,1,5,0,5,1,0,household_income_level__i_dont_know
279,26631,23,1,Other,Other,Live with family/parents,FALSE,Local Transit,4.5,0,3,0,3,1,0,unknown
280,616,25,8,UG,FT,Live with family/parents,FALSE,Rideshare,2.5,5,4,0,4,2,0,unknown
281,26125,22,4,Grad,FT,Live with family/parents,FALSE,Local Transit,12.25,9,4,0,4,0,0,unknown
282,303,37,3,Grad,FT,Live with family/parents,FALSE,Local Transit,0.75,9,4,2,2,0,0,household_income_level__0_29999
283,622,27,0,UG,FT,Live alone,TRUE,Walk,1,2,1,0,1,0,0,household_income_level__0_29999
284,15,24,6,UG,FT,Live with family/parents,FALSE,Solo Driver,6.25,5,5,0,5,3,1,unknown
285,26249,18,0,UG,FT,Live with family/parents,TRUE,Regional Transit,36.5,1,4,0,4,2,0,household_income_level__90000_119999
286,961,18,1,UG,FT,Live with family/parents,FALSE,Local Transit,13.25,5,4,1,3,1,0,unknown
287,327,19,2,UG,FT,Live with roommates,FALSE,Walk,0.25,6,6,1,5,1,0,unknown
288,26184,27,0,Grad,FT,Live with partner,TRUE,Walk,1,10,2,0,2,1,1,household_income_level__120000_149999
289,26264,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,11,5,5,1,4,1,0,unknown
290,646,51,4,Grad,PT,Live with family/parents,FALSE,Solo Driver,18,11,3,1,2,1,1,household_income_level__60000_89999
291,984,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,4,1,3,1,2,1,0,unknown
292,22,19,1,UG,FT,Live with family/parents,FALSE,Rideshare,10,5,6,3,3,2,0,unknown
293,26190,27,1,Grad,FT,Live with partner,FALSE,Bike,1.75,10,2,0,2,0,1,unknown
294,362,23,5,UG,FT,Live with family/parents,FALSE,Local Transit,14,5,7,0,7,3,0,household_income_level__i_dont_know
295,26270,27,4,Grad,FT,Live with roommates,FALSE,Walk,0.75,10,3,0,3,1,1,household_income_level__i_dont_know
296,1003,22,4,Grad,FT,Live with family/parents,FALSE,Regional Transit,39.75,9,5,2,3,2,1,household_income_level__i_dont_know
297,91,25,2,Grad,FT,Live with partner,FALSE,Bike,3.5,10,2,0,2,0,1,household_income_level__30000_59999
298,664,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,9.5,5,5,0,5,1,1,unknown
299,26326,33,4,Grad,FT,Live with roommates,FALSE,Bike,3.25,10,2,0,2,0,0,household_income_level__i_dont_know
300,26196,22,0,Grad,FT,Live with family/parents,TRUE,Solo Driver,25.25,9,4,0,4,4,1,household_income_level__120000_149999
301,404,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,22.25,1,8,1,7,1,0,unknown
302,696,25,4,UG,PT,Live with partner,FALSE,Local Transit,11.5,8,3,0,3,1,1,household_income_level__60000_89999
303,97,30,4,Other,Other,Live with family/parents,FALSE,Local Transit,29,0,2,0,2,2,1,household_income_level__60000_89999
304,26340,22,1,UG,FT,Live with family/parents,FALSE,Local Transit,20,5,5,0,5,2,1,household_income_level__60000_89999
305,1009,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,2.75,5,4,0,4,2,0,unknown
306,26204,18,1,UG,FT,Live with roommates,FALSE,Walk,2,6,4,0,4,0,1,household_income_level__0_29999
307,411,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,12.75,5,4,0,4,3,0,unknown
308,714,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,32.75,5,5,1,4,1,0,unknown
309,26369,19,0,UG,FT,Live with family/parents,TRUE,Walk,0.75,1,3,0,3,2,1,unknown
310,103,25,0,Grad,FT,Live with family/parents,TRUE,Regional Transit,30,9,4,0,4,2,1,unknown
311,1017,21,3,UG,FT,Live with partner,FALSE,Solo Driver,18,6,2,0,2,1,1,household_income_level__60000_89999
312,435,19,1,UG,FT,Live with family/parents,FALSE,Rideshare,26.25,5,4,0,4,2,1,household_income_level__i_dont_know
313,26222,19,0,UG,FT,Live with family/parents,TRUE,Local Transit,12.75,1,4,0,4,2,1,household_income_level__240000_plus
314,26387,19,0,UG,FT,Live with roommates,TRUE,Walk,0.75,2,1,0,1,0,0,unknown
315,744,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,10,5,4,1,3,2,1,household_income_level__30000_59999
316,1023,25,1,Grad,FT,Live alone,FALSE,Bike,1.25,10,1,0,1,0,1,household_income_level__30000_59999
317,441,25,0,Grad,FT,Live with partner,TRUE,Local Transit,2.75,10,2,0,2,1,1,household_income_level__i_dont_know
318,121,35,9,UG,PT,Live with partner,FALSE,Solo Driver,7.75,8,2,0,2,2,1,unknown
319,26296,25,1,Grad,FT,Live with roommates,FALSE,Local Transit,5,10,4,0,4,0,1,household_income_level__0_29999
320,26393,22,0,UG,PT,Live with roommates,TRUE,Bike,1.5,4,5,0,5,0,1,household_income_level__i_dont_know
321,1030,29,4,Grad,FT,Live alone,FALSE,Walk,1,10,1,0,1,0,1,household_income_level__150000_179999
322,145,43,1,Grad,FT,Live with family/parents,FALSE,Local Transit,27.25,9,4,1,3,0,1,household_income_level__0_29999
323,447,21,3,UG,FT,Live with family/parents,FALSE,Regional Transit,35.75,5,3,0,3,1,1,household_income_level__i_dont_know
324,752,32,2,Grad,FT,Live with partner,FALSE,Bike,3,10,2,0,2,0,1,unknown
325,1052,18,0,UG,FT,Live with family/parents,TRUE,Solo Driver,4.5,1,4,1,3,2,1,household_income_level__i_dont_know
326,26302,22,0,Grad,FT,Live with roommates,TRUE,Walk,1.5,10,2,0,2,0,0,household_income_level__60000_89999
327,477,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,4,1,4,1,3,1,0,unknown
328,157,34,1,Grad,FT,Live with family/parents,FALSE,Local Transit,7,9,4,2,2,1,1,household_income_level__60000_89999
329,26399,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,14.25,5,5,2,3,1,0,unknown
330,759,20,1,UG,FT,Live with family/parents,FALSE,Local Transit,10.75,5,4,0,4,1,0,household_income_level__0_29999
331,1059,22,4,UG,FT,Live with roommates,FALSE,Bike,0.75,6,3,0,3,0,0,household_income_level__i_dont_know
332,484,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,14.25,1,5,1,4,1,0,unknown
333,26316,25,7,Grad,FT,Live with family/parents,FALSE,Local Transit,17.25,9,4,0,4,2,1,household_income_level__210000_239999
334,163,25,1,Grad,PT,Live with partner,FALSE,Walk,1.75,12,2,0,2,0,1,household_income_level__0_29999
335,26452,32,1,Grad,FT,Live with partner,FALSE,Local Transit,4.25,10,2,0,2,1,1,unknown
336,799,21,3,UG,FT,Live with roommates,FALSE,Local Transit,8,6,3,0,3,0,1,household_income_level__0_29999
337,169,18,0,UG,FT,Live with roommates,TRUE,Walk,32.75,2,4,1,3,0,1,unknown
338,26339,24,2,Grad,FT,Live with family/parents,FALSE,Walk,1,9,2,0,2,0,0,household_income_level__0_29999
339,519,26,8,Grad,FT,Live with partner,FALSE,Local Transit,2,10,2,0,2,0,1,unknown
340,1070,41,3,Grad,FT,Live with partner,FALSE,Regional Transit,14.25,10,3,1,2,2,1,household_income_level__210000_239999
341,824,39,2,UG,PT,Live with partner,FALSE,Local Transit,14.5,8,3,1,2,2,1,unknown
342,26459,20,2,UG,FT,Live with family/parents,FALSE,Rideshare,9.5,5,4,0,4,2,0,unknown
343,554,19,0,UG,FT,Live with roommates,TRUE,Walk,0.25,2,3,1,2,0,0,unknown
344,26351,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,13,5,3,0,3,1,0,unknown
345,215,27,3,UG,FT,Live with family/parents,FALSE,Bike,3.25,5,7,0,7,1,0,unknown
346,842,21,4,UG,FT,Live with family/parents,FALSE,Rideshare,2,5,3,0,3,2,1,unknown
347,1079,20,1,Grad,FT,Live with roommates,FALSE,Bike,0.5,10,4,0,4,0,1,unknown
348,26465,19,2,UG,FT,Live with family/parents,FALSE,Regional Transit,28.75,5,8,3,5,1,0,household_income_level__i_dont_know
349,560,23,5,Grad,FT,Live with roommates,FALSE,Walk,0.75,10,2,0,2,0,1,unknown
350,221,25,0,Grad,FT,Live with partner,TRUE,Walk,1,10,2,0,2,0,1,household_income_level__60000_89999
351,26358,25,0,Grad,FT,Live with roommates,TRUE,Walk,1.25,10,2,0,2,2,1,household_income_level__i_dont_know
352,861,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,14.5,5,4,0,4,1,1,household_income_level__0_29999
353,268,22,4,UG,FT,Live with roommates,FALSE,Walk,0.5,6,4,0,4,0,1,household_income_level__i_dont_know
354,26366,34,3,Grad,FT,Live with partner,FALSE,Bike,2,10,3,1,2,1,1,household_income_level__30000_59999
355,1097,24,3,UG,PT,Live with roommates,FALSE,Local Transit,3.5,8,4,0,4,0,0,unknown
356,26531,22,0,Grad,FT,Live with family/parents,TRUE,Local Transit,16.25,9,2,0,2,1,1,unknown
357,572,19,1,UG,PT,Live with family/parents,FALSE,Local Transit,20.75,7,4,1,3,1,0,household_income_level__30000_59999
358,884,22,4,UG,FT,Live with family/parents,FALSE,Local Transit,19,5,4,0,4,3,1,unknown
359,26537,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,1.75,1,2,0,2,0,1,unknown
360,274,24,6,Grad,FT,Live with family/parents,FALSE,Local Transit,3.75,9,3,0,3,1,0,unknown
361,1148,20,3,UG,FT,Live with family/parents,FALSE,Local Transit,16.75,5,5,1,4,3,1,household_income_level__90000_119999
362,590,21,3,UG,FT,Live with roommates,FALSE,Local Transit,13,6,2,0,2,0,0,household_income_level__60000_89999
363,26372,23,0,Grad,FT,Live with roommates,TRUE,Local Transit,4,10,2,0,2,0,0,household_income_level__0_29999
364,908,52,2,Grad,PT,Live with partner,FALSE,Regional Transit,24.75,12,3,1,2,2,1,household_income_level__210000_239999
365,26543,22,3,UG,FT,Live with family/parents,FALSE,Local Transit,15.5,5,6,0,6,1,0,household_income_level__0_29999
366,309,22,4,UG,FT,Live with family/parents,FALSE,Local Transit,5.25,5,4,0,4,2,0,household_income_level__i_dont_know
367,1155,25,3,UG,FT,Live with roommates,FALSE,Local Transit,13.75,6,4,0,4,0,1,household_income_level__0_29999
368,660,22,4,Other,Other,Live with family/parents,FALSE,Walk,1.75,0,3,0,3,0,0,household_income_level__90000_119999
369,26379,18,1,UG,FT,Live with roommates,FALSE,Bike,5,6,2,0,2,0,0,household_income_level__30000_59999
370,926,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,23,5,4,0,4,2,0,household_income_level__60000_89999
371,316,18,0,UG,FT,Live with family/parents,TRUE,Regional Transit,31.5,1,5,2,3,2,1,unknown
372,26588,19,0,UG,FT,Live with family/parents,TRUE,Local Transit,5.75,1,4,0,4,2,1,household_income_level__120000_149999
373,1202,23,1,Grad,FT,Live with roommates,FALSE,Walk,1,10,2,0,2,0,1,unknown
374,677,21,3,UG,PT,Live with family/parents,FALSE,Local Transit,3.5,7,3,0,3,1,0,unknown
375,950,29,9,Grad,FT,Live with roommates,FALSE,Local Transit,3,10,2,0,2,1,1,unknown
376,341,23,6,UG,FT,Live with family/parents,FALSE,Rideshare,1.5,5,4,0,4,2,0,household_income_level__i_dont_know
377,26385,28,4,Grad,FT,Live with roommates,FALSE,Walk,0.75,10,2,0,2,1,1,household_income_level__30000_59999
378,26608,23,2,UG,PT,Live with family/parents,FALSE,Local Transit,10.5,7,3,0,3,1,1,unknown
379,697,22,4,UG,FT,Live with family/parents,FALSE,Local Transit,4,5,5,0,5,1,1,household_income_level__i_dont_know
380,1208,18,0,UG,FT,Live alone,TRUE,Walk,0.5,2,1,0,1,0,1,household_income_level__i_dont_know
381,388,18,1,UG,FT,Live with family/parents,FALSE,Local Transit,2,5,3,0,3,3,1,unknown
382,963,26,0,Grad,FT,Live alone,TRUE,Bike,5.75,10,1,0,1,0,0,unknown
383,26403,28,9,Grad,FT,Live with family/parents,FALSE,Local Transit,20.25,9,4,0,4,2,1,unknown
384,703,52,0,Grad,FT,Live alone,TRUE,Walk,1.25,10,1,0,1,0,1,unknown
385,26617,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,5,5,6,3,3,1,1,household_income_level__90000_119999
386,969,24,6,Other,Other,Live with roommates,FALSE,Local Transit,1,0,2,0,2,1,1,unknown
387,1221,27,1,Grad,FT,Live alone,FALSE,Bike,4.5,10,1,0,1,0,1,household_income_level__0_29999
388,394,41,0,Grad,FT,Live with partner,TRUE,Local Transit,1.25,10,3,1,2,4,1,unknown
389,26449,19,1,UG,FT,Live with roommates,FALSE,Local Transit,3.75,6,3,0,3,1,0,household_income_level__i_dont_know
