,HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime,Dist,PD,SchoolName
4399,2042,371,9261,21,M,Y,S,P,S,2,6,4,1,67.53,9,-1,9.137355,33,HUMBER COLLEGE - NORTH CAMPUS
4401,3636,69,9103,21,F,Y,O,O,S,2,4,3,0,17.76,B,655,33.09657,36,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4402,2607,371,9261,20,F,Y,G,P,S,1,5,4,1,35.64,9,-1,45.84155000000001,27,HUMBER COLLEGE - NORTH CAMPUS
4403,212,69,9103,19,F,N,O,O,S,2,6,3,3,13.67,B,800,7.120260000000001,4,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4404,210,69,9103,21,M,N,O,O,S,0,7,2,0,42.52,C,950,5.671636,4,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4405,38,371,9261,38,M,Y,P,F,S,1,5,2,0,11.07,B,630,23.52441,1,HUMBER COLLEGE - NORTH CAMPUS
4407,3419,371,9261,19,M,Y,S,P,S,6,6,4,0,14.18,D,700,14.157160000000001,35,HUMBER COLLEGE - NORTH CAMPUS
4408,204,69,9103,30,M,Y,P,P,S,0,3,1,0,28.92,9,-1,3.617577,4,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4409,3685,69,9103,24,M,Y,O,O,S,2,5,4,0,21.35,9,-1,28.015040000000006,36,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4410,3337,371,9261,25,F,Y,S,H,P,2,3,3,3,21.2,9,-1,9.106767999999999,35,HUMBER COLLEGE - NORTH CAMPUS
4411,452,69,9103,21,M,Y,O,O,S,1,2,2,0,14.44,B,1110,12.26375,11,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4413,41,69,9103,22,M,Y,O,O,S,0,1,2,0,26.84,9,-1,1.84044,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4414,456,69,9103,21,M,Y,O,O,S,1,7,3,0,13.61,9,-1,13.580789999999999,11,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4415,401,371,9261,20,M,N,O,O,S,1,7,4,0,27.4,9,-1,8.495579,10,HUMBER COLLEGE - NORTH CAMPUS
4416,72,69,9103,26,M,Y,O,O,S,0,2,1,0,42.9,W,1330,1.595176,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4417,565,69,9103,25,F,N,O,O,S,2,4,4,0,29.54,B,900,24.84627,15,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4418,3619,69,9103,46,M,Y,P,F,P,2,7,2,1,6.76,9,-1,30.791959999999996,36,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4419,3680,69,9103,18,M,N,O,O,S,2,5,5,0,10.5,B,700,21.73179,36,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4420,3628,371,384,20,F,N,G,P,S,1,3,5,0,56.88,9,-1,5.199281,36,UNIVERSITY OF GUELPH AT HUMBER
4421,233,69,9103,24,F,Y,P,F,S,2,3,3,0,14.36,B,1105,15.917589999999999,5,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4422,2133,69,9103,20,F,Y,O,O,S,2,3,4,0,22.6,B,700,22.76353,33,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4423,2428,69,9103,25,F,Y,O,O,S,3,7,5,0,80.73,9,-1,29.1211,31,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4424,2417,69,9103,25,M,Y,O,O,S,2,3,3,0,20.62,9,-1,33.14359,31,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4425,2448,391,9092,30,M,Y,P,J,P,2,3,3,0,8.36,D,800,23.732879999999998,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
4428,510,391,9092,24,F,N,O,O,P,1,1,4,2,45.49,B,1100,23.553739999999998,13,YORK UNIVERSITY - YORK (KEELE & STEELES)
4430,560,391,9092,17,F,Y,O,O,S,2,4,3,2,28.52,B,1000,29.93732,15,YORK UNIVERSITY - YORK (KEELE & STEELES)
4431,450,391,9092,21,F,N,S,P,P,0,2,2,0,32.0,9,-1,8.099936,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
4432,398,391,9092,23,F,9,O,O,S,2,5,6,0,35.09,9,-1,1.7730339999999998,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
4433,3694,391,9092,19,F,Y,O,O,S,4,6,5,0,30.65,P,730,29.9816,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
4434,600,391,9092,20,M,Y,O,O,S,1,7,2,0,36.13,9,-1,18.81172,16,YORK UNIVERSITY - YORK (KEELE & STEELES)
4435,2054,391,9092,18,F,Y,O,O,S,3,4,3,0,30.23,D,730,11.53097,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
4436,3357,391,9092,26,F,Y,S,P,P,1,2,3,0,14.42,9,-1,21.99098,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
4437,382,391,9092,18,F,Y,S,P,S,0,7,4,0,53.53,B,800,9.009049,9,YORK UNIVERSITY - YORK (KEELE & STEELES)
4439,3379,391,9092,21,F,Y,S,P,S,1,3,2,1,54.51,9,-1,26.739,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
4440,109,391,9092,24,F,Y,S,P,S,0,1,1,0,78.84,9,-1,16.591759999999994,2,YORK UNIVERSITY - YORK (KEELE & STEELES)
4441,398,391,C405,26,F,N,O,O,S,1,1,2,0,8.82,9,-1,1.7730339999999998,10,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
4442,2451,391,9092,19,M,Y,O,O,S,2,5,5,1,19.61,9,-1,25.60519,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
4443,414,391,9092,19,F,Y,G,P,S,2,2,4,0,26.59,9,-1,5.195073000000002,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
4445,2133,391,9092,27,F,Y,S,P,P,2,4,4,0,20.46,P,1055,10.927589999999999,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
4446,3385,391,9092,22,M,9,S,P,S,1,7,3,0,22.06,B,1000,24.11573,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
4447,3386,391,9092,34,F,N,O,O,S,1,3,2,3,32.28,9,-1,23.14761,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
4448,475,391,9092,19,M,Y,O,O,S,0,2,2,0,97.9,B,900,11.94559,12,YORK UNIVERSITY - YORK (KEELE & STEELES)
4449,139,391,9092,28,F,Y,S,P,S,1,2,2,1,65.43,9,-1,9.907959,3,YORK UNIVERSITY - YORK (KEELE & STEELES)
4450,2053,391,9092,28,M,Y,G,P,P,4,6,5,0,15.47,9,-1,13.12715,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
4452,38,391,9092,18,M,N,O,O,S,0,3,3,0,20.68,B,730,18.29141,1,YORK UNIVERSITY - YORK (KEELE & STEELES)
4453,50,391,9092,40,M,Y,P,F,S,1,4,2,0,18.15,9,-1,18.04351,1,YORK UNIVERSITY - YORK (KEELE & STEELES)
4454,1140,391,9092,25,F,Y,S,P,S,2,2,2,0,65.51,9,-1,46.9956,22,YORK UNIVERSITY - YORK (KEELE & STEELES)
4455,3842,391,9092,27,M,Y,O,O,S,1,7,2,0,23.01,B,735,29.12061,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
4457,4103,391,9092,20,F,N,O,O,S,2,6,4,0,16.07,B,810,48.03154,38,YORK UNIVERSITY - YORK (KEELE & STEELES)
4458,454,391,9092,48,M,Y,P,F,P,1,6,2,0,14.47,9,-1,9.430558999999999,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
4459,2246,391,C405,18,M,Y,S,P,S,2,4,3,0,23.7,B,930,11.893369999999999,29,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
4461,137,391,9092,28,M,Y,S,P,S,0,2,2,0,49.04,9,-1,8.220953999999999,3,YORK UNIVERSITY - YORK (KEELE & STEELES)
4462,4183,391,E0471,23,M,Y,O,O,S,2,6,3,2,31.94,9,-1,44.7633,39,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
4463,2206,391,9092,74,M,Y,O,O,P,1,5,2,0,8.6,9,-1,11.36629,29,YORK UNIVERSITY - YORK (KEELE & STEELES)
4464,3680,391,E0471,31,F,Y,O,O,S,1,2,4,0,52.18,B,700,26.99302,36,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
4465,407,391,9092,19,M,Y,S,P,S,2,2,4,0,14.95,B,1200,6.780858,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
4466,2255,391,9092,33,M,Y,P,J,P,2,7,3,0,22.6,D,730,15.26455,29,YORK UNIVERSITY - YORK (KEELE & STEELES)
4467,2098,391,9092,21,F,Y,P,P,S,2,4,3,1,46.31,9,-1,9.253344,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
4468,2383,391,9092,23,F,Y,P,P,S,3,6,3,0,14.31,9,-1,19.47638,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
4469,2098,391,9092,18,F,Y,S,P,S,3,5,3,1,22.37,B,1100,9.253344,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
4470,2104,391,9092,19,F,N,O,O,S,3,7,4,0,15.38,9,-1,13.64209,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
4471,513,391,9092,23,M,Y,O,O,S,0,7,3,0,9.24,B,900,26.976940000000003,13,YORK UNIVERSITY - YORK (KEELE & STEELES)
4473,4033,391,9092,27,F,Y,P,P,S,2,6,2,0,25.39,D,1410,39.69321,39,YORK UNIVERSITY - YORK (KEELE & STEELES)
4474,471,391,9092,18,M,Y,O,O,S,1,2,2,1,15.48,B,820,12.05547,12,YORK UNIVERSITY - YORK (KEELE & STEELES)
4475,441,391,9092,24,M,N,O,O,S,2,6,3,0,13.16,B,930,8.679727,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
4477,84,391,9092,24,M,9,O,O,S,1,3,2,0,16.75,9,-1,19.19445,1,YORK UNIVERSITY - YORK (KEELE & STEELES)
4478,2061,391,9092,26,F,Y,S,P,S,2,2,2,0,27.86,D,905,6.807588000000001,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
4479,588,391,9092,27,F,N,P,P,S,0,1,3,0,21.1,9,-1,15.79127,16,YORK UNIVERSITY - YORK (KEELE & STEELES)
4480,3363,391,9092,21,M,Y,O,O,S,1,3,2,1,16.7,B,1000,22.720589999999998,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
4481,2435,391,9092,18,F,Y,O,O,S,2,4,5,1,27.49,9,-1,26.77559,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
4482,2141,391,9092,20,M,N,O,O,S,2,7,4,0,28.43,P,800,6.551653,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
4483,158,391,9092,23,F,Y,O,O,S,2,4,3,1,13.19,9,-1,9.320997,3,YORK UNIVERSITY - YORK (KEELE & STEELES)
4485,3629,391,9092,21,F,Y,S,P,S,2,7,5,2,25.35,9,-1,14.324029999999999,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
4486,2121,391,9092,25,M,Y,O,O,S,2,3,4,0,33.54,9,-1,4.1443650000000005,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
4487,219,391,9092,46,F,Y,P,F,P,2,5,2,3,29.36,9,-1,16.07621,4,YORK UNIVERSITY - YORK (KEELE & STEELES)
4488,1181,69,9103,22,F,Y,O,O,S,2,2,3,0,34.82,9,-1,54.436859999999996,23,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4489,66,69,9103,21,M,Y,O,O,S,0,1,1,0,41.73,B,1030,2.2983540000000002,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4490,329,371,9261,46,F,Y,O,O,P,2,2,4,1,25.53,9,-1,11.27189,8,HUMBER COLLEGE - NORTH CAMPUS
4492,46,38,9031,23,M,Y,O,O,S,1,1,1,0,58.23,W,1005,1.368845,1,RYERSON POLYTECHNIC UNIVERSITY
4493,5171,5198,9011,26,F,Y,P,F,S,0,1,1,0,24.81,B,840,4.395624,46,MCMASTER UNIVERSITY
4494,90,25,9244,31,F,Y,O,O,P,1,6,2,0,3.58,C,1700,3.4932510000000003,1,GEORGE BROWN COLLEGE - ST JAMES
4495,46,38,9031,24,F,N,P,P,S,0,1,1,0,36.75,W,900,1.368845,1,RYERSON POLYTECHNIC UNIVERSITY
4497,50,25,9244,37,M,Y,O,O,S,0,7,3,0,10.83,W,1615,1.759861,1,GEORGE BROWN COLLEGE - ST JAMES
4498,234,25,9244,21,M,Y,G,J,P,2,6,3,0,10.54,9,-1,15.12478,5,GEORGE BROWN COLLEGE - ST JAMES
4499,5068,5198,9011,22,F,Y,O,O,S,1,2,3,0,63.04,D,925,12.21485,46,MCMASTER UNIVERSITY
4500,619,38,9031,21,F,Y,O,O,S,1,2,4,0,47.68,B,930,25.47405,16,RYERSON POLYTECHNIC UNIVERSITY
4502,1039,25,9244,20,F,Y,P,P,S,2,4,2,0,46.54,G,520,32.20097,20,GEORGE BROWN COLLEGE - ST JAMES
4503,2123,25,9244,24,M,N,O,O,S,2,6,4,1,35.24,9,-1,21.05059,33,GEORGE BROWN COLLEGE - ST JAMES
4505,470,5198,9011,20,F,Y,O,O,S,2,4,3,1,6.14,9,-1,83.77882000000002,12,MCMASTER UNIVERSITY
4506,59,38,9031,22,F,Y,S,P,S,0,7,2,0,14.25,P,800,2.008564,1,RYERSON POLYTECHNIC UNIVERSITY
4507,249,25,9244,20,F,N,O,O,S,1,4,4,0,36.46,B,1700,9.615556,6,GEORGE BROWN COLLEGE - ST JAMES
4508,2607,2667,9290,24,F,Y,S,P,S,2,6,5,0,112.18,P,915,13.925070000000002,27,SENECA COLLEGE - KING
4509,223,38,9031,19,F,N,O,O,S,1,3,3,0,19.05,B,1000,9.042832,5,RYERSON POLYTECHNIC UNIVERSITY
4510,1060,38,9031,22,M,Y,O,O,S,2,2,3,0,26.09,9,-1,37.13480000000001,21,RYERSON POLYTECHNIC UNIVERSITY
4511,4051,5198,9011,19,M,Y,O,O,S,3,4,3,1,14.23,B,1030,10.54924,40,MCMASTER UNIVERSITY
4512,447,25,9244,19,F,Y,O,O,S,2,5,4,0,21.18,P,700,16.92793,11,GEORGE BROWN COLLEGE - ST JAMES
4513,402,38,9031,22,M,N,O,O,S,1,1,3,0,41.67,B,700,19.51371,10,RYERSON POLYTECHNIC UNIVERSITY
4514,158,25,9244,21,M,Y,O,O,S,4,6,6,0,23.42,B,800,11.79793,3,GEORGE BROWN COLLEGE - ST JAMES
4515,42,38,9031,21,F,N,P,P,S,0,2,1,0,44.2,9,-1,1.362023,1,RYERSON POLYTECHNIC UNIVERSITY
4516,2060,38,9031,43,F,Y,P,F,P,1,5,1,2,23.09,9,-1,25.89299,33,RYERSON POLYTECHNIC UNIVERSITY
4517,2108,38,9031,22,M,Y,O,O,P,2,3,4,1,11.86,D,705,24.92673,33,RYERSON POLYTECHNIC UNIVERSITY
4518,596,5198,9011,20,F,Y,O,O,S,3,6,3,0,3.58,9,-1,87.57366,16,MCMASTER UNIVERSITY
4519,521,38,9031,20,M,N,S,P,S,1,6,4,0,16.08,B,800,17.27008,13,RYERSON POLYTECHNIC UNIVERSITY
4520,131,25,9244,24,F,Y,O,O,S,0,4,4,0,18.23,B,645,13.79866,3,GEORGE BROWN COLLEGE - ST JAMES
4521,396,25,9244,20,F,Y,O,O,S,1,4,3,1,7.2,B,710,18.31589,10,GEORGE BROWN COLLEGE - ST JAMES
4522,3682,25,9244,24,M,Y,O,O,S,2,4,4,0,16.74,9,-1,20.33204,36,GEORGE BROWN COLLEGE - ST JAMES
4523,5166,5198,9011,20,F,Y,O,O,S,2,2,7,0,28.93,B,930,2.120519,46,MCMASTER UNIVERSITY
4524,5166,5198,9011,23,M,Y,O,O,S,2,2,7,0,28.93,B,800,2.120519,46,MCMASTER UNIVERSITY
4525,353,25,9244,20,F,Y,O,O,P,1,2,2,0,22.23,B,1655,18.52359,8,GEORGE BROWN COLLEGE - ST JAMES
4526,363,38,9031,23,M,Y,G,P,S,1,1,5,1,23.11,B,700,19.18336,9,RYERSON POLYTECHNIC UNIVERSITY
4527,3669,38,9031,19,F,Y,O,O,S,3,6,4,0,16.8,B,700,20.2318,36,RYERSON POLYTECHNIC UNIVERSITY
4528,420,25,9244,27,F,Y,P,F,P,1,5,2,0,16.15,9,-1,14.985570000000001,10,GEORGE BROWN COLLEGE - ST JAMES
4529,4088,5198,9011,19,F,Y,S,P,S,3,7,3,0,51.77,D,730,13.90899,40,MCMASTER UNIVERSITY
4531,66,25,9244,28,M,Y,O,O,S,1,4,2,0,18.29,9,-1,1.988964,1,GEORGE BROWN COLLEGE - ST JAMES
4533,265,38,9031,28,M,Y,P,P,S,1,5,4,0,43.62,9,-1,5.351092,6,RYERSON POLYTECHNIC UNIVERSITY
4534,3714,5198,9011,19,M,N,O,O,S,1,3,3,0,15.04,9,-1,43.020179999999996,36,MCMASTER UNIVERSITY
4535,391,25,9244,37,F,N,O,O,S,1,1,1,0,10.9,9,-1,19.67251,10,GEORGE BROWN COLLEGE - ST JAMES
4536,270,25,9244,29,M,Y,P,P,S,1,4,2,0,48.06,9,-1,2.833916,6,GEORGE BROWN COLLEGE - ST JAMES
4537,3373,25,9244,19,F,Y,S,P,S,1,3,2,1,18.78,9,-1,35.73695,35,GEORGE BROWN COLLEGE - ST JAMES
4539,3720,38,9031,20,M,N,O,O,S,2,7,4,1,34.59,G,800,37.78587,36,RYERSON POLYTECHNIC UNIVERSITY
4540,448,38,9031,21,F,Y,S,P,S,0,7,2,0,15.67,B,815,14.57063,11,RYERSON POLYTECHNIC UNIVERSITY
4541,602,5198,9011,22,M,Y,P,F,P,1,5,3,0,8.34,9,-1,89.12652,16,MCMASTER UNIVERSITY
4543,593,38,9031,38,F,Y,P,F,P,3,6,3,0,15.12,9,-1,20.105729999999998,16,RYERSON POLYTECHNIC UNIVERSITY
4544,3335,25,9244,25,F,Y,O,O,S,3,4,6,0,33.39,D,1000,34.14273,35,GEORGE BROWN COLLEGE - ST JAMES
4545,2441,38,9031,22,M,Y,S,F,P,2,4,3,0,31.8,9,-1,34.421859999999995,31,RYERSON POLYTECHNIC UNIVERSITY
4546,2098,25,9243,26,F,N,P,P,S,1,4,3,0,29.12,9,-1,28.90693,33,GEORGE BROWN COLLEGE - HOSPITALITY & TOURISM
4547,524,38,9031,18,F,Y,O,O,S,1,3,3,1,32.93,B,910,14.22841,13,RYERSON POLYTECHNIC UNIVERSITY
4548,383,38,9031,23,F,N,O,O,S,2,7,4,0,45.53,B,1200,22.600839999999998,9,RYERSON POLYTECHNIC UNIVERSITY
4549,4064,38,9031,20,M,N,O,O,S,1,2,3,1,25.34,G,600,51.71927,40,RYERSON POLYTECHNIC UNIVERSITY
4550,233,25,9244,19,F,N,O,O,S,1,2,6,1,43.21,B,800,15.72839,5,GEORGE BROWN COLLEGE - ST JAMES
4551,4023,38,9031,23,M,Y,O,O,S,2,5,3,0,20.84,G,800,32.07864,39,RYERSON POLYTECHNIC UNIVERSITY
4552,2107,38,9031,24,F,Y,P,P,P,2,4,4,0,27.1,9,-1,26.100839999999998,33,RYERSON POLYTECHNIC UNIVERSITY
4553,275,25,9244,51,F,Y,O,O,S,1,4,2,2,11.57,9,-1,5.6993649999999985,6,GEORGE BROWN COLLEGE - ST JAMES
4554,304,391,E0471,31,M,Y,P,F,P,1,4,1,0,27.96,9,-1,18.97844,8,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
4555,2026,391,9092,18,F,Y,S,P,S,3,7,3,2,22.76,D,730,10.96251,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
4556,400,391,9092,22,M,Y,P,P,S,1,1,1,0,59.41,D,1215,3.971725,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
4557,3368,3851,9309,44,F,Y,O,O,P,1,7,2,2,56.91,9,-1,12.51958,35,SHERIDAN COLLEGE - MISSISSAUGA
4558,454,69,9103,32,F,Y,P,F,P,0,5,1,0,24.26,B,1110,11.743689999999999,11,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4559,2656,371,9261,22,M,Y,S,P,S,3,4,3,1,26.92,9,-1,22.58403,32,HUMBER COLLEGE - NORTH CAMPUS
4560,282,69,9103,19,M,Y,O,O,S,1,3,3,1,38.88,B,1010,5.4178239999999995,6,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4561,543,69,9103,26,M,Y,O,O,S,2,2,3,0,14.41,B,1030,13.57502,14,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4562,211,69,9103,18,M,N,O,O,S,1,2,3,1,69.4,B,1100,5.960171999999999,4,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4563,113,69,9103,36,M,Y,P,F,P,1,6,2,1,9.92,9,-1,6.260033,2,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4564,127,371,9261,19,M,Y,M,P,S,2,5,4,0,20.51,D,1305,14.50472,2,HUMBER COLLEGE - NORTH CAMPUS
4566,172,69,9103,25,M,Y,O,O,S,2,3,6,3,33.44,C,1030,4.945424,3,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4567,3456,69,9103,20,M,Y,P,P,S,1,7,3,0,31.07,9,-1,40.44422,35,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4568,46,69,9103,29,M,Y,O,O,S,0,7,2,0,17.57,W,1040,1.297744,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4569,431,371,9261,22,F,Y,G,P,S,3,4,4,0,14.02,D,745,16.08563,11,HUMBER COLLEGE - NORTH CAMPUS
4570,1075,69,9103,23,M,Y,O,O,P,2,5,3,0,14.59,9,-1,35.271,21,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4571,223,69,9103,19,M,N,S,P,S,1,4,3,1,23.82,9,-1,9.718259,5,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4572,2022,69,9103,22,M,Y,S,P,P,4,5,5,0,31.89,B,1030,29.59379,33,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4573,73,69,9103,36,M,Y,P,F,P,0,4,1,0,23.44,9,-1,1.013806,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4574,2122,69,9103,32,F,Y,P,P,P,1,4,4,1,40.8,B,715,17.66853,33,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4575,2554,69,9103,32,M,Y,P,F,P,1,4,2,2,25.33,9,-1,38.1524,28,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4576,139,69,9103,22,M,Y,O,O,S,2,5,4,0,16.77,B,905,10.98513,3,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4577,21,69,9103,28,M,N,P,F,P,0,4,2,0,30.36,9,-1,2.04452,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4578,71,69,9103,22,M,N,O,O,S,0,7,1,0,47.23,W,840,1.132351,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4579,2224,69,9103,23,F,Y,O,O,S,2,6,3,0,43.07,B,530,33.29822,29,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4580,122,69,9103,57,F,Y,P,F,P,2,5,2,0,6.79,9,-1,8.184263000000001,2,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4581,72,69,9103,34,M,Y,P,F,S,0,6,2,0,4.81,9,-1,1.595176,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4582,608,69,9103,22,F,Y,S,P,S,2,6,3,0,4.98,9,-1,26.401120000000002,16,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4583,4183,3851,9309,40,F,Y,O,O,P,2,5,5,1,21.77,9,-1,16.79421,39,SHERIDAN COLLEGE - MISSISSAUGA
4584,3518,371,9261,17,M,Y,S,P,S,4,4,4,3,68.2,P,730,8.120502,35,HUMBER COLLEGE - NORTH CAMPUS
4585,3466,371,9261,45,F,Y,P,F,P,1,4,1,1,6.65,9,-1,20.23616,35,HUMBER COLLEGE - NORTH CAMPUS
4586,3324,371,9261,28,M,Y,M,F,P,4,4,4,0,30.11,9,-1,17.313689999999998,35,HUMBER COLLEGE - NORTH CAMPUS
4587,147,69,9103,36,M,Y,P,F,P,2,6,3,0,64.42,9,-1,6.185475,3,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
4588,18,3851,9309,18,F,N,S,P,S,1,1,2,0,12.06,9,-1,26.452140000000004,1,SHERIDAN COLLEGE - MISSISSAUGA
4589,72,69,9103,66,F,Y,O,O,P,1,5,1,0,26.07,W,1100,1.595176,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
